"num","team","epa_rank","total_epa","norm_epa","unitless_epa","auto_epa","teleop_epa","endgame_epa","rp_1_epa","rp_2_epa","next_event_key","next_event_name","next_event_week","record","winrate"
"9311","Warhorse Robotics","2914","13.4","1410","1415","2.2","4.3","6.9","-0.22","0.13","N/A","N/A","N/A","13-13-1","0.500"
"6981","Clockwork Concord","2915","13.4","1410","1415","4.2","2.5","6.8","-0.18","0.25","N/A","N/A","N/A","4-6-0","0.400"
"7730","1 Aperture Robotics","2916","13.4","1410","1415","3.8","6.7","3","-0.1","-0.1","N/A","N/A","N/A","2-8-0","0.200"
"9211","ACCE Actuators","2917","13.4","1410","1415","4","5.1","4.3","-0.14","0.12","N/A","N/A","N/A","10-21-0","0.323"
"2998","VikingBots","2918","13.4","1410","1414","5","6.8","1.5","-0.21","0.04","N/A","N/A","N/A","14-12-1","0.537"
"4360","Spudnik","2919","13.4","1410","1414","4.9","5.7","2.8","-0.16","0.16","N/A","N/A","N/A","2-8-0","0.200"
"8761","Tiger8761","2920","13.4","1410","1414","5","1.1","7.3","-0.25","0.23","N/A","N/A","N/A","8-22-0","0.267"
"8747","BLACK SEA'S WARRIORS","2921","13.4","1409","1414","4.1","4.7","4.6","-0.18","0","N/A","N/A","N/A","4-5-0","0.444"
"8780","TED ROBOTICS","2922","13.4","1409","1414","2.4","5.8","5.2","-0.22","0.06","N/A","N/A","N/A","5-5-0","0.500"
"2151","Monty Pythons","2923","13.4","1409","1414","2.4","8.2","2.7","-0.15","0.1","N/A","N/A","N/A","4-7-0","0.364"
"1596","The Instigators","2924","13.4","1409","1414","4.7","4.3","4.4","-0.21","0.09","N/A","N/A","N/A","10-14-0","0.417"
"8069","Super Hornets","2925","13.4","1409","1414","3.8","4.9","4.7","-0.2","-0.03","N/A","N/A","N/A","5-6-0","0.455"
"4703","Menahga Gigabot$","2926","13.3","1409","1414","4.4","1.9","7.1","-0.18","0.15","N/A","N/A","N/A","3-6-0","0.333"
"9148","Atlas","2927","13.3","1409","1414","5.8","4.9","2.6","-0.11","-0.1","N/A","N/A","N/A","10-24-0","0.294"
"1880","Warriors of East Harlem","2928","13.3","1409","1414","2.6","9.6","1.2","-0.03","0.11","N/A","N/A","N/A","7-13-0","0.350"
"4355","CP-BOTS - Peñoles","2929","13.3","1409","1414","3.1","5.4","4.8","-0.19","-0.09","N/A","N/A","N/A","3-20-0","0.130"
"6318","FE Freedom Engineers","2930","13.3","1409","1414","3.5","7.8","2.1","-0.17","-0.05","N/A","N/A","N/A","1-8-0","0.111"
"8392","Mac Attack","2931","13.3","1409","1414","3.5","2.8","7","-0.1","-0.05","N/A","N/A","N/A","10-12-2","0.458"
"6969","Cyborgs6969","2932","13.3","1409","1414","5.2","2.1","6","-0.05","-0.03","N/A","N/A","N/A","6-14-0","0.300"
"9203","Quake","2933","13.3","1409","1414","1.3","9","3","-0.11","-0.05","N/A","N/A","N/A","7-17-0","0.292"
"8331","Carson Graham Secondary","2934","13.3","1409","1414","5.6","2.9","4.9","-0.1","0.1","N/A","N/A","N/A","7-7-0","0.500"
"6091","Eagle 1","2935","13.3","1409","1414","3.6","2.6","7.2","-0.22","0.07","N/A","N/A","N/A","7-16-1","0.313"
"7117","Robotic Dragons","2936","13.3","1409","1414","6","0.6","6.7","-0.23","0.1","N/A","N/A","N/A","5-5-1","0.500"
"6910","Mill Creek Steel Talons","2937","13.3","1409","1413","4.3","4.6","4.4","-0.22","0.15","N/A","N/A","N/A","10-19-1","0.350"
"4622","Academy at the Lakes Wildcats","2938","13.3","1408","1413","1.8","4.4","7.2","-0.21","0.13","N/A","N/A","N/A","4-6-0","0.400"
"7247","Error 404","2939","13.3","1408","1413","3.7","5.1","4.4","-0.15","0.01","N/A","N/A","N/A","8-16-0","0.333"
"1518","Raider Robotics","2940","13.3","1408","1413","5.4","3.8","4.1","-0.15","0","N/A","N/A","N/A","2-7-0","0.222"
"4225","RoboCats","2941","13.2","1408","1413","3","4.1","6.1","-0.23","-0.01","N/A","N/A","N/A","3-6-0","0.333"
"6731","Record Robotics","2942","13.2","1408","1413","4.8","4.6","3.9","-0.22","0.06","N/A","N/A","N/A","3-20-1","0.146"
"2950","Devastators","2943","13.2","1408","1413","4.1","5.4","3.7","-0.19","-0.11","N/A","N/A","N/A","10-14-0","0.417"
"3719","STEM Whalers","2944","13.1","1407","1412","2.7","6.5","4","-0.11","-0.06","N/A","N/A","N/A","7-17-0","0.292"
"8721","DAIS NAID 8721","2945","13.1","1407","1412","2.3","7.4","3.4","-0.2","0.02","N/A","N/A","N/A","9-15-0","0.375"
"5679","Girls on Fire","2946","13.1","1407","1412","0.7","6.7","5.7","-0.14","0.31","N/A","N/A","N/A","9-18-0","0.333"
"9228","The Cougar Coders","2947","13.1","1407","1412","2.4","6.1","4.6","-0.16","0.06","N/A","N/A","N/A","6-17-1","0.271"
"3354","PrepaTec-TecDroid","2948","13.1","1407","1412","-0.1","6.3","6.9","-0.22","0.08","N/A","N/A","N/A","9-14-0","0.391"
"3786","Chargers","2949","13.1","1407","1412","3.4","5.2","4.5","-0.14","0.11","N/A","N/A","N/A","12-15-2","0.448"
"7911","Belding Scrapcat Robotics","2950","13.1","1407","1412","2.2","7.9","3","-0.14","-0.07","N/A","N/A","N/A","6-18-0","0.250"
"9268","Phoenix of Three Rivers Aca...","2951","13.1","1407","1412","3.5","2.2","7.4","-0.2","0.1","N/A","N/A","N/A","3-6-0","0.333"
"839","Rosie Robotics","2952","13.1","1407","1412","2.6","8.8","1.7","-0.23","0.04","N/A","N/A","N/A","13-14-0","0.481"
"3397","Robolions","2953","13.1","1407","1412","2.7","5.9","4.4","-0.13","-0.04","N/A","N/A","N/A","3-8-0","0.273"
"4765","PWRUP","2954","13.1","1407","1412","2.9","3.3","6.9","-0.22","0.11","N/A","N/A","N/A","6-4-0","0.600"
"4730","Terminators","2955","13","1407","1411","1.8","6","5.2","-0.03","-0.03","N/A","N/A","N/A","13-17-0","0.433"
"4731","PrepaTec - MONARCH-E","2956","13","1406","1411","2.7","5.4","5","-0.25","0.17","N/A","N/A","N/A","9-15-1","0.380"
"7422","WildBots","2957","13","1406","1411","5.3","3.8","3.9","-0.28","0.02","N/A","N/A","N/A","3-7-2","0.333"
"7597","Team HorsePowered","2958","13","1406","1411","2.8","1.4","8.7","-0.19","0.23","N/A","N/A","N/A","8-16-0","0.333"
"9097","MachBusters FRC","2959","13","1406","1411","2.8","6.9","3.3","-0.21","0.03","N/A","N/A","N/A","4-16-0","0.200"
"9304","U-Team","2960","13","1406","1411","2.5","5.7","4.9","-0.18","0.08","N/A","N/A","N/A","6-20-0","0.231"
"5704","AUTOGOATS","2961","13","1406","1411","5.8","3.3","3.9","-0.27","-0.01","N/A","N/A","N/A","9-15-0","0.375"
"8574","Audeamus","2962","13","1406","1411","5","3.5","4.4","-0.2","0.16","N/A","N/A","N/A","6-17-1","0.271"
"9239","Panthers robotics","2963","13","1406","1411","2.7","4.1","6.2","-0.23","0.12","N/A","N/A","N/A","8-16-0","0.333"
"4416","Skynet","2964","13","1406","1411","5.1","4.8","3.1","-0.04","0.16","N/A","N/A","N/A","4-19-1","0.188"
"2797","Knight & Nerdy","2965","12.9","1406","1410","3.5","8.2","1.3","-0.14","-0.14","N/A","N/A","N/A","2-8-0","0.200"
"5856","Bullbots","2966","12.9","1406","1410","1.9","3.8","7.2","-0.17","0.2","N/A","N/A","N/A","8-16-0","0.333"
"4111","Some Assembly Required","2967","12.9","1405","1410","3","8.1","1.8","-0.06","-0.03","N/A","N/A","N/A","8-15-0","0.348"
"6882","Fahrenheit Robotics","2968","12.9","1405","1410","4.8","2.1","6","-0.05","0.2","N/A","N/A","N/A","11-13-0","0.458"
"1601","Quantum Samurai","2969","12.9","1405","1410","4.8","5.5","2.6","-0.22","0.13","N/A","N/A","N/A","6-6-0","0.500"
"7686","Acabots","2970","12.9","1405","1410","3.6","5.6","3.7","-0.24","0.05","N/A","N/A","N/A","2-8-0","0.200"
"313","The Bionic Zebras","2971","12.9","1405","1410","3.3","7.9","1.7","-0.21","0","N/A","N/A","N/A","8-16-0","0.333"
"2404","Team NEY Techs (TNT)","2972","12.9","1405","1410","4.4","5.9","2.6","-0.02","-0.01","N/A","N/A","N/A","5-7-0","0.417"
"3743","Eagle Bots","2973","12.8","1405","1410","1.8","4.4","6.6","-0.2","0","N/A","N/A","N/A","13-14-0","0.481"
"8887","West Central Area Knights 21","2974","12.8","1405","1409","4.5","7.1","1.2","-0.21","0.07","N/A","N/A","N/A","3-7-0","0.300"
"4332","EHS RoboCats","2975","12.8","1404","1409","4.4","6.1","2.3","-0.2","-0.08","N/A","N/A","N/A","10-15-0","0.400"
"2097","Phoenix Force Robotics","2976","12.8","1404","1409","4.3","7","1.5","-0.04","0.05","N/A","N/A","N/A","8-16-0","0.333"
"1648","G3 Robotics","2977","12.7","1404","1409","7.9","1.7","3.2","-0.22","-0.12","N/A","N/A","N/A","12-27-2","0.317"
"7237","UniBots","2978","12.7","1404","1409","0.2","6.3","6.3","-0.09","0.13","N/A","N/A","N/A","3-8-0","0.273"
"8896","Wolf Tech Robotics","2979","12.7","1404","1409","3.1","6.2","3.4","-0.23","-0.16","N/A","N/A","N/A","8-17-0","0.320"
"6575","Tempe T-Rex","2980","12.7","1404","1409","5.4","2.6","4.8","-0.14","0.05","N/A","N/A","N/A","3-7-1","0.318"
"538","Dragon Slayers","2981","12.7","1404","1408","3","7.5","2.1","-0.07","-0.19","N/A","N/A","N/A","9-16-0","0.360"
"5962","perSEVERE","2982","12.7","1404","1408","2.2","5.9","4.6","-0.17","0.05","N/A","N/A","N/A","12-16-0","0.429"
"5541","Sabers","2983","12.7","1403","1408","6.2","4.5","2","-0.21","-0.06","N/A","N/A","N/A","5-4-0","0.556"
"4823","Metal Manes","2984","12.7","1403","1408","5.3","3","4.4","-0.14","0.05","N/A","N/A","N/A","9-18-0","0.333"
"5965","Power Struck Girls","2985","12.7","1403","1408","7.2","0.8","4.7","-0.12","0.1","N/A","N/A","N/A","7-15-0","0.318"
"2986","Cyber Comets","2986","12.6","1403","1408","1.4","6.6","4.6","-0.23","-0.01","N/A","N/A","N/A","3-7-1","0.318"
"8386","Th3_IRON_G0@+$","2987","12.6","1403","1408","2.9","4.6","5.1","-0.29","0.07","N/A","N/A","N/A","9-17-0","0.346"
"6916","Iron Thunder","2988","12.6","1403","1407","3","5.2","4.4","-0.25","-0.02","N/A","N/A","N/A","3-7-0","0.300"
"3532","Piranhas","2989","12.6","1402","1407","0.1","6.7","5.7","-0.19","0.01","N/A","N/A","N/A","1-8-0","0.111"
"8623","Michigan FC","2990","12.6","1402","1407","2.6","2.6","7.3","-0.27","0.1","N/A","N/A","N/A","7-16-1","0.313"
"5118","K-BOTS","2991","12.5","1402","1407","1.9","4.3","6.3","-0.2","-0.03","N/A","N/A","N/A","4-8-0","0.333"
"7607","The Blackbirds","2992","12.5","1402","1407","3","5.3","4.3","-0.26","0.05","N/A","N/A","N/A","3-17-1","0.167"
"8625","MHS Eagles","2993","12.5","1402","1407","1.9","9.2","1.4","-0.21","-0.07","N/A","N/A","N/A","11-13-0","0.458"
"4232","AHS Robotics","2994","12.5","1402","1407","4.4","5.7","2.5","-0.14","0.01","N/A","N/A","N/A","2-9-0","0.182"
"6240","Eagles of the Knight","2995","12.5","1402","1407","2.2","6.9","3.5","-0.26","0.1","N/A","N/A","N/A","8-16-0","0.333"
"6063","QLD Pineapples","2996","12.5","1402","1407","3.6","4.4","4.5","-0.19","-0.02","N/A","N/A","N/A","4-7-0","0.364"
"5490","The Dark Byte","2997","12.5","1402","1407","3.8","3.3","5.3","-0.28","-0.02","N/A","N/A","N/A","5-24-1","0.183"
"7430","System Overload","2998","12.5","1402","1407","3.1","4","5.5","-0.26","0.2","N/A","N/A","N/A","9-14-0","0.391"
"7729","RAMs","2999","12.5","1402","1407","1.1","7.6","3.8","-0.22","-0.1","N/A","N/A","N/A","3-6-0","0.333"
"752","The Chargers","3000","12.5","1402","1407","4.4","2","6.1","-0.16","0.1","N/A","N/A","N/A","10-15-1","0.404"
"7298","TOROS","3001","12.5","1402","1407","0.2","6.7","5.6","-0.23","-0.02","N/A","N/A","N/A","2-8-0","0.200"
"5651","Maynard Jackson RoboJags","3002","12.5","1402","1406","2.1","2.6","7.8","-0.28","0.07","N/A","N/A","N/A","12-15-0","0.444"
"4024","TechnoSaints","3003","12.4","1402","1406","4.8","4.5","3.2","-0.22","0.07","N/A","N/A","N/A","3-7-0","0.300"
"3029","Mecha Titans","3004","12.4","1401","1406","2.8","2.3","7.3","-0.24","0.07","N/A","N/A","N/A","12-12-0","0.500"
"7452","Dupo Tigers","3005","12.4","1401","1406","2.8","3.7","5.9","-0.21","0.14","N/A","N/A","N/A","2-9-0","0.182"
"8408","Kiss Kats","3006","12.4","1401","1406","0.7","7.2","4.6","-0.27","-0.05","N/A","N/A","N/A","10-16-0","0.385"
"8746","Knights","3007","12.4","1401","1406","2.4","4.3","5.7","-0.16","0.02","N/A","N/A","N/A","14-12-0","0.538"
"1011","CRUSH","3008","12.4","1401","1406","1.1","8.5","2.7","-0.13","-0.08","N/A","N/A","N/A","8-16-0","0.333"
"6533","BeaverTech","3009","12.4","1401","1406","8.8","-1.4","5","-0.24","0.19","N/A","N/A","N/A","12-16-1","0.431"
"7814","River Valley Gearheads","3010","12.4","1401","1406","3","7","2.3","-0.27","-0.11","N/A","N/A","N/A","12-12-0","0.500"
"7602","Spartronics","3011","12.3","1400","1405","2.7","5.4","4.2","-0.27","-0.02","N/A","N/A","N/A","9-15-0","0.375"
"5225","The Shambotz","3012","12.3","1400","1405","3.5","3.5","5.3","-0.22","0.11","N/A","N/A","N/A","7-17-0","0.292"
"5467","RoboTractors","3013","12.3","1400","1405","1.1","6.5","4.8","-0.21","0.11","N/A","N/A","N/A","11-15-0","0.423"
"6397","Romero Robotics","3014","12.3","1400","1405","3.5","2.5","6.3","-0.17","0.09","N/A","N/A","N/A","11-14-1","0.442"
"7652","MiamiBeachBots","3015","12.3","1400","1405","1.9","3.7","6.6","-0.21","0.07","N/A","N/A","N/A","8-10-0","0.444"
"7004","Ossining Owls","3016","12.3","1400","1405","4.3","5.8","2.2","-0.17","-0.01","N/A","N/A","N/A","8-12-0","0.400"
"8537","MechanicAnts","3017","12.2","1400","1405","5.2","4.1","2.9","-0.12","0.01","N/A","N/A","N/A","3-6-0","0.333"
"9049","SESI SENAI STEAMPUNK MONKEY...","3018","12.2","1400","1405","3.2","3.5","5.5","-0.19","0.06","N/A","N/A","N/A","4-6-0","0.400"
"2594","Naskcorpions","3019","12.2","1399","1404","7.3","2","3","-0.1","0.06","N/A","N/A","N/A","5-18-0","0.217"
"2961","Crimson Tide Engineers","3020","12.2","1399","1404","5.4","3.3","3.5","-0.22","0.02","N/A","N/A","N/A","8-16-0","0.333"
"6988","ACI 35","3021","12.2","1399","1404","3","5.2","4","-0.23","-0.02","N/A","N/A","N/A","5-5-0","0.500"
"6834","Bionic Warriors","3022","12.1","1399","1404","3.5","4.3","4.3","-0.09","-0.06","N/A","N/A","N/A","1-9-0","0.100"
"7784","Vassar Voltage","3023","12.1","1399","1404","1.6","7.4","3.2","-0.22","-0.15","N/A","N/A","N/A","7-17-0","0.292"
"8850","Ed Bears","3024","12.1","1399","1403","3.9","6.5","1.7","-0.15","-0.07","N/A","N/A","N/A","11-12-1","0.479"
"5268","The BioMech Falcons","3025","12.1","1398","1403","2.2","7","2.9","-0.03","-0.14","N/A","N/A","N/A","7-17-0","0.292"
"3865","Riley WildBots","3026","12","1398","1402","3.9","3.5","4.6","-0.16","0.14","N/A","N/A","N/A","6-18-0","0.250"
"5271","Open Circuits","3027","12","1398","1402","5.1","5.9","1","-0.06","0","N/A","N/A","N/A","9-10-0","0.474"
"5562","RoboLakers","3028","12","1398","1402","4.7","1.2","6","-0.25","0.05","N/A","N/A","N/A","9-15-0","0.375"
"5954","Portable Chargers","3029","12","1398","1402","3","0.7","8.3","-0.29","0.2","N/A","N/A","N/A","9-19-0","0.321"
"8092","Greatest Of All Times","3030","12","1398","1402","1.6","6.7","3.7","-0.17","0.03","N/A","N/A","N/A","5-4-0","0.556"
"7742","Cosmos Robot Works","3031","12","1398","1402","2.2","5.8","4","-0.14","-0.08","N/A","N/A","N/A","3-6-0","0.333"
"5714","F.R.O.G.S","3032","12","1397","1402","5.7","0.2","6","-0.22","0.11","N/A","N/A","N/A","6-18-0","0.250"
"8622","The CyBirds","3033","12","1397","1402","2","5.1","4.8","0.16","0.09","N/A","N/A","N/A","16-23-1","0.412"
"2001","HERMES","3034","11.9","1397","1402","4.3","2.3","5.4","-0.26","0.03","N/A","N/A","N/A","5-7-0","0.417"
"5162","The Big Red Theory","3035","11.9","1397","1402","4.8","2.3","4.8","-0.27","0.06","N/A","N/A","N/A","10-16-0","0.385"
"2513","T.E.R.T.O.L.A.","3036","11.9","1397","1402","-0.2","6.5","5.6","-0.23","-0.02","N/A","N/A","N/A","3-6-0","0.333"
"1539","Clover Eagle Robotics","3037","11.9","1397","1402","4.5","4.3","3.1","-0.25","-0.08","N/A","N/A","N/A","10-19-0","0.345"
"5440","Les Chevaliers","3038","11.9","1397","1402","7.5","2.4","2","-0.19","0.07","N/A","N/A","N/A","2-7-0","0.222"
"7485","Mo Co Robo","3039","11.9","1397","1402","2.6","6","3.3","-0.02","0.09","N/A","N/A","N/A","3-9-0","0.250"
"8090","Mavnesium","3040","11.9","1397","1402","2.2","6.1","3.6","-0.15","0.08","N/A","N/A","N/A","8-19-0","0.296"
"7907","Spartan Robotics","3041","11.9","1397","1401","3.6","4.8","3.5","-0.15","0.02","N/A","N/A","N/A","9-15-0","0.375"
"9247","Saintech Robotics","3042","11.9","1397","1401","8.8","2","1.1","-0.2","-0.01","N/A","N/A","N/A","9-10-1","0.475"
"6639","The Mechanical Minds","3043","11.9","1396","1401","3.3","4.8","3.8","-0.23","-0.26","N/A","N/A","N/A","10-20-0","0.333"
"8720","Desert Shields Robotics Team","3044","11.9","1396","1401","3.7","5.7","2.5","-0.17","-0.02","N/A","N/A","N/A","3-8-1","0.292"
"4628","Sintian Robotics","3045","11.8","1396","1401","4.7","0.8","6.3","-0.27","0.03","N/A","N/A","N/A","10-13-1","0.438"
"8775","Creekside","3046","11.8","1396","1401","3.2","4.7","4","-0.03","0.02","N/A","N/A","N/A","4-8-0","0.333"
"4015","Jag","3047","11.8","1396","1401","-0.1","7.2","4.7","-0.01","-0.12","N/A","N/A","N/A","4-8-0","0.333"
"6430","Kalsedon","3048","11.8","1396","1401","4.6","4.8","2.4","-0.24","-0.13","N/A","N/A","N/A","4-5-0","0.444"
"8364","Rising Stars Academy - Nebulas","3049","11.8","1396","1401","2.9","2.8","6.1","-0.01","0.06","N/A","N/A","N/A","9-15-0","0.375"
"2161","Robocats","3050","11.8","1396","1401","3.2","3.9","4.7","-0.1","0.03","N/A","N/A","N/A","4-6-0","0.400"
"4987","MegaRams","3051","11.8","1396","1401","4.4","2","5.5","-0.02","0.23","N/A","N/A","N/A","7-17-0","0.292"
"3728","Momentum","3052","11.8","1396","1400","1.4","6.4","3.9","-0.21","0.11","N/A","N/A","N/A","4-8-0","0.333"
"6651","Golden Bots","3053","11.7","1396","1400","5.3","4.3","2.2","-0.18","-0.04","N/A","N/A","N/A","8-15-0","0.348"
"8785","AGAT ROBOTİCS","3054","11.7","1396","1400","3.3","5.5","3","-0.22","0.03","N/A","N/A","N/A","0-0-0","0.000"
"8859","Bora Robotics","3055","11.7","1395","1400","3.4","3.6","4.7","-0.22","-0.02","N/A","N/A","N/A","4-5-0","0.444"
"8158","Bosphorus Robotics","3056","11.7","1395","1400","2.2","6.7","2.8","-0.2","0.01","N/A","N/A","N/A","2-7-0","0.222"
"9201","TEAM FORCE","3057","11.7","1395","1400","4.4","2.2","5.1","-0.19","-0.09","N/A","N/A","N/A","1-7-0","0.125"
"2221","FHS Robodawgs","3058","11.7","1395","1400","5.9","1.9","3.8","-0.21","-0.02","N/A","N/A","N/A","11-16-0","0.407"
"7869","The Fun Gang","3059","11.7","1395","1400","5.3","3.4","2.9","-0.09","-0.04","N/A","N/A","N/A","11-19-0","0.367"
"7091","Atlas Orbis","3060","11.6","1394","1399","3.3","0.8","7.6","-0.24","0.14","N/A","N/A","N/A","9-15-0","0.375"
"2585","Impact","3061","11.6","1394","1399","2.5","3.4","5.7","-0.25","0.03","N/A","N/A","N/A","15-15-0","0.500"
"3755","Dragon Robotics","3062","11.6","1394","1399","1.6","5.1","4.9","-0.2","0.07","N/A","N/A","N/A","1-8-0","0.111"
"4931","Edwardsville Technologies","3063","11.6","1394","1399","6","5","0.6","-0.09","-0.16","N/A","N/A","N/A","3-8-0","0.273"
"8427","Robo Ravens","3064","11.6","1394","1399","2.5","1.4","7.7","-0.26","0.2","N/A","N/A","N/A","11-16-0","0.407"
"9040","Sunset Robo Knights","3065","11.6","1394","1399","1.5","5.4","4.7","-0.21","0.15","N/A","N/A","N/A","3-9-0","0.250"
"8795","The Chaotics","3066","11.6","1394","1399","2.8","5.8","3","-0.2","0.03","N/A","N/A","N/A","1-8-0","0.111"
"6859","BML Robotics","3067","11.6","1394","1399","5.7","2.5","3.4","-0.23","0.13","N/A","N/A","N/A","11-15-0","0.423"
"9187","PUHU ROBOTICS","3068","11.6","1394","1399","2.8","2.8","6","-0.19","-0.01","N/A","N/A","N/A","2-6-0","0.250"
"867","Absolute Value","3069","11.5","1394","1399","2.4","3.2","6","-0.19","0.13","N/A","N/A","N/A","5-5-0","0.500"
"8507","Jaguar Robotics","3070","11.5","1393","1398","0.7","4.9","5.9","-0.08","0","N/A","N/A","N/A","10-16-0","0.385"
"5532","The Panther Bots","3071","11.5","1393","1398","0.6","4.9","6.1","-0.26","0.15","N/A","N/A","N/A","8-16-0","0.333"
"6453","Bog Bots!","3072","11.5","1393","1398","4.1","1.7","5.7","-0.15","0.05","N/A","N/A","N/A","2-8-0","0.200"
"3405","ALChemists","3073","11.5","1393","1398","0.5","4.4","6.6","-0.19","0.02","N/A","N/A","N/A","3-9-0","0.250"
"8740","Tecmilenio - Quantum Force","3074","11.5","1393","1398","1.8","5.3","4.4","-0.24","-0.09","N/A","N/A","N/A","6-4-0","0.600"
"7787","Reynolds Reybots","3075","11.5","1393","1398","0.9","5.4","5.2","-0.17","0.05","N/A","N/A","N/A","5-6-1","0.458"
"8816","Coyotronics","3076","11.4","1393","1398","5.5","1.5","4.4","-0.1","0.21","N/A","N/A","N/A","10-14-0","0.417"
"3202","KnightBots","3077","11.4","1393","1397","2.6","7.6","1.2","-0.09","-0.05","N/A","N/A","N/A","4-5-0","0.444"
"2077","Laser Robotics","3078","11.3","1392","1397","2.6","5.7","3","-0.08","0.02","N/A","N/A","N/A","2-21-0","0.087"
"8124","BearBots","3079","11.3","1392","1397","4.9","3.7","2.7","-0.19","-0.13","N/A","N/A","N/A","6-18-0","0.250"
"6047","Proctor Frostbyte","3080","11.3","1392","1397","1.6","5.9","3.8","-0.22","-0.02","N/A","N/A","N/A","3-6-0","0.333"
"9137","Bionic Vipers","3081","11.3","1392","1397","4.7","2.4","4.1","-0.14","0.06","N/A","N/A","N/A","7-16-1","0.313"
"8151","Wildfire","3082","11.3","1392","1396","4.3","-0.1","7.2","-0.2","0.19","N/A","N/A","N/A","11-13-0","0.458"
"7755","Phantom Circuits","3083","11.3","1392","1396","4.5","0.8","6.1","-0.13","0.06","2023azrl4","Arizona Robotics League Qualifier 4","9","6-16-1","0.283"
"1759","Potatoes","3084","11.3","1391","1396","3.1","5.6","2.6","-0.16","0.04","N/A","N/A","N/A","1-9-0","0.100"
"5872","WiredCats","3085","11.3","1391","1396","1.7","6","3.6","-0.18","-0.03","N/A","N/A","N/A","3-7-0","0.300"
"8533","Rancho Reapers","3086","11.2","1391","1396","4","4.8","2.5","-0.07","0.01","N/A","N/A","N/A","3-6-0","0.333"
"1994","Quixote","3087","11.2","1391","1396","2","6","3.2","-0.25","0.05","N/A","N/A","N/A","6-6-0","0.500"
"6608","Prepa Tecmilenio - ARCADIA","3088","11.2","1391","1396","1.2","5.9","4.1","-0.14","0.03","N/A","N/A","N/A","2-8-0","0.200"
"5239","Harper Woods Pioneers","3089","11.2","1391","1396","0.3","7.2","3.6","-0.13","0.08","N/A","N/A","N/A","9-15-0","0.375"
"5805","SMbly Required","3090","11.2","1391","1396","4.3","5.5","1.3","-0.24","-0.01","N/A","N/A","N/A","3-7-0","0.300"
"8585","Bombax Leopard","3091","11.2","1391","1396","5.4","4.7","1.1","-0.19","-0.09","N/A","N/A","N/A","3-5-1","0.389"
"1422","The Neon Knights","3092","11.2","1391","1396","1","4.9","5.3","-0.02","0.04","N/A","N/A","N/A","6-6-0","0.500"
"2534","Lumberjack Robotics","3093","11.1","1390","1395","4.1","6.1","1","-0.22","-0.32","N/A","N/A","N/A","7-17-0","0.292"
"5491","Hard Reset","3094","11.1","1390","1395","5","1.4","4.8","-0.22","0.19","N/A","N/A","N/A","8-12-0","0.400"
"4104","Error-4104","3095","11.1","1390","1395","3.4","3.6","4.1","-0.13","0.04","N/A","N/A","N/A","9-17-0","0.346"
"2503","Warrior Robotics","3096","11.1","1390","1395","4.9","4.8","1.3","-0.14","0.05","N/A","N/A","N/A","5-4-0","0.556"
"8707","The Newark Circuit Breakers","3097","11.1","1390","1395","1.6","2.8","6.6","-0.15","0","N/A","N/A","N/A","8-16-0","0.333"
"8731","Wild WYRE","3098","11.1","1390","1395","2.5","4.9","3.7","-0.26","-0.01","N/A","N/A","N/A","11-18-0","0.379"
"8771","PioTech","3099","11.1","1390","1395","5.2","1.7","4.2","-0.25","0.19","N/A","N/A","N/A","7-16-1","0.313"
"8882","Infinity BR","3100","11.1","1390","1395","3.3","2","5.8","-0.19","0.1","N/A","N/A","N/A","2-11-1","0.179"
"5531","Orange Crush","3101","11","1389","1394","2.9","2.8","5.3","-0.14","0.13","N/A","N/A","N/A","8-15-1","0.354"
"8136","STEAMLes","3102","11","1389","1394","2.6","6.4","2","-0.28","-0.02","N/A","N/A","N/A","1-10-0","0.091"
"5583","SistamatiK","3103","11","1389","1394","0.8","4.9","5.3","-0.21","0.17","N/A","N/A","N/A","2-10-0","0.167"
"9113","Bulldog Robotics 2022","3104","11","1389","1394","3.1","0.3","7.7","-0.13","0.22","N/A","N/A","N/A","6-18-0","0.250"
"7466","Cymurghs","3105","10.9","1389","1394","1.5","1.7","7.7","-0.23","-0.03","N/A","N/A","N/A","4-5-0","0.444"
"7661","Nautilus Naughty List","3106","10.9","1389","1393","0.6","8.3","2","-0.14","-0.02","N/A","N/A","N/A","2-10-0","0.167"
"8844","Flamethrowers","3107","10.9","1388","1393","3.7","4.4","2.8","-0.2","0.08","N/A","N/A","N/A","3-7-1","0.318"
"3472","PrepaTec - Buluk","3108","10.9","1388","1393","2","5","3.9","-0.23","-0.18","N/A","N/A","N/A","9-17-0","0.346"
"5133","PrepaTec - Blue Steel","3109","10.9","1388","1393","2.6","6.6","1.8","-0.21","-0.02","N/A","N/A","N/A","4-6-0","0.400"
"5113","Combustible Lemons","3110","10.9","1388","1393","5.7","1.6","3.6","-0.05","0.13","N/A","N/A","N/A","7-17-0","0.292"
"9114","Rotationaries","3111","10.9","1388","1393","1.5","3.9","5.5","-0.04","0.12","N/A","N/A","N/A","9-11-0","0.450"
"8849","Storm Robotics","3112","10.9","1388","1393","1.7","4.7","4.5","-0.05","0.09","N/A","N/A","N/A","8-21-0","0.276"
"4702","Cyberdogz","3113","10.9","1388","1393","2","2.9","6","-0.24","0.12","N/A","N/A","N/A","4-7-0","0.364"
"4390","ATA  Coregears","3114","10.8","1388","1393","2.4","5.2","3.3","-0.18","-0.03","N/A","N/A","N/A","7-17-0","0.292"
