"num","team","epa_rank","total_epa","norm_epa","unitless_epa","auto_epa","teleop_epa","endgame_epa","rp_1_epa","rp_2_epa","next_event_key","next_event_name","next_event_week","record","winrate"
"4130","The Blue Devils","755","36.5","1570","1611","11.6","17.4","7.5","0.44","0.33","N/A","N/A","N/A","27-28-1","0.491"
"5000","Hammerheads","756","36.5","1570","1611","9.2","20.3","7.1","0.12","0.29","N/A","N/A","N/A","12-17-0","0.414"
"4330","Rambunction","757","36.5","1570","1611","15.5","14.8","6.2","-0.12","0.33","N/A","N/A","N/A","7-8-0","0.467"
"58","The Riot Crew","758","36.5","1570","1611","11.7","17.5","7.3","0.14","0.48","N/A","N/A","N/A","22-24-0","0.478"
"2704","Roaring Robotics","759","36.4","1569","1611","6.7","22.1","7.6","0.19","0.29","N/A","N/A","N/A","18-12-1","0.597"
"100","The WildHats","760","36.4","1569","1611","12.7","17.1","6.6","-0.13","0.14","N/A","N/A","N/A","17-21-0","0.447"
"424","Rust Belt Robotics","761","36.4","1569","1611","10.7","21.2","4.5","-0.02","0.22","N/A","N/A","N/A","10-12-0","0.455"
"172","Northern Force","762","36.4","1569","1610","10.4","20.3","5.7","0.18","0.05","N/A","N/A","N/A","21-22-0","0.488"
"5518","Techno Wolves","763","36.4","1569","1610","10.3","17.4","8.7","-0.26","0.39","N/A","N/A","N/A","24-20-1","0.544"
"2357","System Meltdown","764","36.3","1569","1610","12.1","16.9","7.4","-0.14","0.33","N/A","N/A","N/A","17-15-0","0.531"
"4174","Mustangs","765","36.3","1569","1610","9.2","18.7","8.4","0.15","0.29","N/A","N/A","N/A","5-4-1","0.550"
"293","SPIKE","766","36.3","1569","1609","10.3","21.6","4.4","0.17","0.21","N/A","N/A","N/A","26-16-2","0.614"
"766","M-A Bears","767","36.3","1569","1609","8.6","22.2","5.5","0.32","0.18","N/A","N/A","N/A","13-11-0","0.542"
"3322","Eagle Evolution","768","36.2","1568","1609","11.7","15.1","9.4","0.4","0.44","N/A","N/A","N/A","32-26-1","0.551"
"5274","Wolverines","769","36.2","1568","1608","10.3","17.9","8","0.04","0.32","N/A","N/A","N/A","19-19-0","0.500"
"4237","Team Lance-A-Bot","770","36.1","1568","1608","12.8","14.6","8.8","0.01","0.61","N/A","N/A","N/A","19-22-1","0.464"
"6324","The Blue Devils","771","36.1","1568","1608","13.3","18.6","4.2","0.5","0.19","N/A","N/A","N/A","24-19-1","0.557"
"2053","Southern Tier Robotics","772","36.1","1568","1608","12.9","18.8","4.4","0.29","0.15","N/A","N/A","N/A","13-9-0","0.591"
"3206","Royal T-Wrecks","773","36.1","1568","1608","11.6","15.6","8.9","0.03","0.39","N/A","N/A","N/A","4-5-0","0.444"
"8429","Valence Robotics","774","36.1","1568","1608","8.7","17.4","10","0.18","0.37","N/A","N/A","N/A","23-24-1","0.490"
"9022","Marion Center Robotics","775","36.1","1568","1608","10.3","22","3.8","0.03","0.06","N/A","N/A","N/A","6-14-0","0.300"
"2039","Rockford Robotics","776","36.1","1568","1608","10.3","18.3","7.5","0.06","0.27","N/A","N/A","N/A","13-13-1","0.500"
"967","Iron Lions","777","36.1","1567","1608","12.1","17.5","6.5","-0.11","0.27","N/A","N/A","N/A","16-10-0","0.615"
"1712","Dawgma","778","36.1","1567","1608","6.6","19.4","10.1","0.21","0.41","N/A","N/A","N/A","26-16-0","0.619"
"246","Overclocked","779","36.1","1567","1608","10.2","17.7","8.2","0.52","0.31","N/A","N/A","N/A","24-20-0","0.545"
"4536","MinuteBots","780","36.1","1567","1608","8.3","19","8.8","-0.12","0.09","N/A","N/A","N/A","12-13-0","0.480"
"4216","Blue Ops Robotics","781","36.1","1567","1607","13.6","13.5","9","0.45","0.54","N/A","N/A","N/A","23-20-0","0.535"
"2509","Tigerbots","782","36","1567","1607","15.1","14.1","6.9","0","0.39","N/A","N/A","N/A","16-8-1","0.660"
"2383","Ninjineers","783","36","1567","1607","10","21.8","4.2","0.05","0.04","N/A","N/A","N/A","30-22-0","0.577"
"3721","Charger Robotics","784","36","1567","1607","8.1","20.6","7.4","0.07","0.24","N/A","N/A","N/A","6-8-0","0.429"
"7636","Robomania","785","36","1567","1607","8.8","20.6","6.5","0.15","0.1","N/A","N/A","N/A","16-10-0","0.615"
"8866","Innovation Robotics","786","36","1567","1606","11.7","17.5","6.8","0.03","0.41","N/A","N/A","N/A","23-23-0","0.500"
"122","NASA Knights","787","35.9","1566","1606","13","16.2","6.7","0.16","0.31","2023varr","Rumble in the Roads","9","21-18-2","0.537"
"9260","Build4Bibb Robotics","788","35.9","1566","1606","11.3","22.8","1.8","0.47","-0.19","N/A","N/A","N/A","24-29-1","0.454"
"2876","Devilbotz","789","35.9","1566","1606","9.8","19.6","6.5","0.19","0.22","N/A","N/A","N/A","15-22-0","0.405"
"6413","Degrees of Freedom","790","35.9","1566","1606","10","18.8","7","0.26","0.21","2023azrl4","Arizona Robotics League Qualifier 4","9","23-16-0","0.590"
"9176","Greenspire Robotics","791","35.8","1566","1605","11.3","16.9","7.7","0.12","0.23","N/A","N/A","N/A","26-34-0","0.433"
"6429","4th Dimension","792","35.8","1566","1605","7.8","20.4","7.6","-0.12","0.44","N/A","N/A","N/A","14-8-0","0.636"
"9245","Laker","793","35.8","1566","1605","8.8","20.8","6.2","0.22","0.09","N/A","N/A","N/A","20-24-0","0.455"
"5461","Victorian Engineered Roboti...","794","35.8","1566","1605","11.1","17.5","7.2","0","0.29","N/A","N/A","N/A","14-12-0","0.538"
"2220","Blue Twilight","795","35.8","1565","1605","11.8","17.5","6.4","0.22","0.15","N/A","N/A","N/A","17-19-1","0.473"
"4453","The Red Hot Chili Bots","796","35.8","1565","1605","9.9","17.4","8.5","-0.11","0.35","N/A","N/A","N/A","25-21-0","0.543"
"5424","Rogue Robots","797","35.7","1565","1605","12.1","14.7","8.9","-0.04","0.48","N/A","N/A","N/A","24-22-0","0.522"
"60","Kingman FIRST Robotics Team...","798","35.7","1565","1604","13","16.5","6.2","0.09","0.33","N/A","N/A","N/A","14-15-0","0.483"
"7067","Team Streak","799","35.7","1565","1604","8.8","18.1","8.8","0.23","0.4","N/A","N/A","N/A","23-19-1","0.547"
"9287","Bonanza HS","800","35.7","1565","1604","8.4","17.9","9.4","-0.07","0.35","N/A","N/A","N/A","15-13-0","0.536"
"1967","The Janksters","801","35.7","1565","1604","14.1","13.3","8.3","0","0.33","2023cc","Chezy Champs","9","6-17-0","0.261"
"5104","BreakerBots","802","35.7","1565","1604","9.9","18.6","7.2","0.23","0.32","N/A","N/A","N/A","17-16-0","0.515"
"135","Penn Robotics","803","35.7","1565","1604","11.2","17.3","7.2","0.34","0.33","N/A","N/A","N/A","32-37-1","0.464"
"865","WARP7","804","35.7","1565","1604","11.8","13.9","10","0.18","0.29","N/A","N/A","N/A","22-25-0","0.468"
"1810","CATATRONICS","805","35.6","1565","1604","10.5","16.7","8.4","-0.07","0.35","N/A","N/A","N/A","15-15-2","0.500"
"4063","TriKzR4Kidz","806","35.6","1565","1604","10.8","17.9","6.9","0.15","0.3","N/A","N/A","N/A","24-21-0","0.533"
"509","Red Storm","807","35.6","1564","1603","12.4","15.4","7.8","0.01","0.32","N/A","N/A","N/A","22-22-0","0.500"
"4004","M.A.R.S. Rovers","808","35.6","1564","1603","8.4","23.2","4","0","0.17","N/A","N/A","N/A","17-26-0","0.395"
"2106","The Junkyard Dogs","809","35.5","1564","1603","11.7","15","8.9","0.35","0.38","2023varr","Rumble in the Roads","9","32-26-1","0.551"
"3008","Team Magma","810","35.5","1564","1603","8.5","20.7","6.4","0.08","0.29","N/A","N/A","N/A","17-18-0","0.486"
"7536","ANKA ROBOTICS","811","35.5","1564","1603","8.6","19.7","7.3","-0.05","0.29","N/A","N/A","N/A","9-3-0","0.750"
"5338","RoboLoCo","812","35.5","1564","1603","8.7","23.1","3.7","0.17","0.03","N/A","N/A","N/A","20-31-0","0.392"
"8852","Drew Robotics","813","35.5","1564","1602","11","18.4","6.1","-0.01","0.25","N/A","N/A","N/A","12-9-0","0.571"
"7447","Rōnin Robotics","814","35.5","1564","1602","9.3","18.4","7.8","0.04","0.35","N/A","N/A","N/A","12-13-0","0.480"
"1592","Bionic Tigers","815","35.5","1564","1602","8.2","19.1","8.1","0.13","0.32","N/A","N/A","N/A","14-14-1","0.500"
"63","McDowell Robotics Team 63","816","35.4","1563","1602","9.6","18.1","7.8","-0.04","0.35","N/A","N/A","N/A","8-14-1","0.370"
"1982","Cougar Robotics","817","35.4","1563","1602","13.3","14.6","7.6","0.12","0.23","N/A","N/A","N/A","15-14-0","0.517"
"6168","alzahrawi","818","35.4","1563","1602","11.2","19.4","4.9","0.13","0.15","N/A","N/A","N/A","21-23-1","0.478"
"7522","Make 1 Robot","819","35.4","1563","1602","12.6","17.4","5.4","0.03","0.14","N/A","N/A","N/A","7-5-0","0.583"
"217","ThunderChickens","820","35.4","1563","1602","5.7","23.7","6.1","0.15","0.14","N/A","N/A","N/A","47-32-1","0.594"
"3679","rattlers","821","35.4","1563","1602","11.7","13.6","10","0.22","0.62","N/A","N/A","N/A","35-26-0","0.574"
"5985","Project Bucephalus","822","35.4","1563","1602","10.2","19.5","5.7","0.14","0.08","N/A","N/A","N/A","13-19-1","0.409"
"5572","ROSBOTS","823","35.4","1563","1601","11","19.5","4.8","0.33","0.16","N/A","N/A","N/A","25-23-0","0.521"
"2465","Kauaibots","824","35.4","1563","1601","8.3","16.9","10.2","0.04","0.32","N/A","N/A","N/A","15-12-0","0.556"
"2976","The Spartabots","825","35.4","1563","1601","11.8","16.3","7.3","0.01","0.27","2023catt","Tidal Tumble","9","18-11-0","0.621"
"5910","Supertronix","826","35.4","1563","1601","9.6","13.8","11.9","-0.13","0.46","N/A","N/A","N/A","7-5-0","0.583"
"6738","Excalibur","827","35.3","1563","1601","8.9","17","9.4","0.36","0.55","N/A","N/A","N/A","21-24-1","0.467"
"75","RoboRaiders","828","35.3","1563","1601","11.2","19.6","4.5","0.1","0.26","2023njbw","Raritan Valley Science & Technology Showcase","9","24-20-1","0.544"
"1792","Round Table Robotics","829","35.3","1563","1601","13.2","14.8","7.3","0.07","0.28","N/A","N/A","N/A","25-17-0","0.595"
"1285","The Big Bang","830","35.3","1562","1601","12","17.1","6.3","0.36","0.03","N/A","N/A","N/A","21-24-0","0.467"
"1610","⛴ Blackwater Robotics ⛴","831","35.3","1562","1601","8.4","19.9","7","0.43","0.17","2023varr","Rumble in the Roads","9","25-18-0","0.581"
"5740","Trojanators","832","35.3","1562","1601","9.6","17.3","8.4","0","0.22","2023pascs","Steel City Showdown","9","14-12-0","0.538"
"8214","Cyber Unicorn","833","35.3","1562","1601","6.4","22.1","6.7","0.14","0.09","N/A","N/A","N/A","6-7-1","0.464"
"1111","Power Hawks Robotics","834","35.3","1562","1601","11.2","15.8","8.2","0.4","0.32","N/A","N/A","N/A","24-23-0","0.511"
"6996","Koalafied","835","35.2","1562","1600","12","17.7","5.6","-0.09","0.29","N/A","N/A","N/A","10-6-0","0.625"
"7480","Machine Mavericks","836","35.2","1562","1600","14","13","8.3","0.13","0.45","N/A","N/A","N/A","19-27-0","0.413"
"1729","Team Inconceivable!","837","35.2","1562","1600","9.2","17.8","8.1","0.03","0.42","N/A","N/A","N/A","19-23-0","0.452"
"4005","Hostile Gato Robotics","838","35.2","1562","1600","9.3","21.8","4","0.13","0.05","N/A","N/A","N/A","16-11-0","0.593"
"3128","The Aluminum Narwhals","839","35.1","1562","1600","7.2","19.7","8.2","0.26","0.18","2023catt","Tidal Tumble","9","11-13-0","0.458"
"379","The RoboCats","840","35.1","1562","1600","13.3","15.6","6.2","0.19","0.35","N/A","N/A","N/A","21-19-0","0.525"
"4230","TopperBots","841","35.1","1562","1600","9","17.7","8.4","-0.07","0.27","N/A","N/A","N/A","7-5-0","0.583"
"6341","Firestorm Robotics","842","35.1","1562","1600","13.3","13.1","8.8","0.09","0.51","N/A","N/A","N/A","21-21-3","0.500"
"6897","Astraea Robotics","843","35.1","1562","1600","8.2","22.2","4.8","0.22","0.12","2023njbw","Raritan Valley Science & Technology Showcase","9","22-19-2","0.535"
"3100","Lightning Turtles","844","35.1","1562","1599","13.8","15.5","5.8","0.06","0.21","N/A","N/A","N/A","14-12-0","0.538"
"8749","Farmersville  Robotics","845","35.1","1562","1599","8.9","19","7.2","0.3","0.23","N/A","N/A","N/A","19-25-0","0.432"
"5557","BB-R8ERS","846","35.1","1561","1599","8.9","19.1","7.1","0.21","0.34","N/A","N/A","N/A","26-28-1","0.482"
"8567","Wellesley Robotics - Team U...","847","35.1","1561","1599","7.7","20.5","6.9","0.33","0.1","N/A","N/A","N/A","21-17-1","0.551"
"3136","Official Robotics Construct...","848","35","1561","1599","11.7","17.1","6.2","0.37","0.24","2023vabrb","Blue Ridge Brawl","9","25-21-0","0.543"
"7454","Huskies on Hogs","849","35","1561","1599","8.9","17.3","8.9","0.28","0.28","N/A","N/A","N/A","17-23-0","0.425"
"8725","MistyPanther","850","35","1561","1599","9.9","17.9","7.2","-0.05","0.33","N/A","N/A","N/A","8-8-1","0.500"
"527","Red Dragons","851","35","1561","1598","10.9","17.6","6.5","0.01","0.3","N/A","N/A","N/A","12-12-0","0.500"
"3492","Putnam Area Robotics Team (...","852","35","1561","1598","13.9","13.9","7.2","0.19","0.45","N/A","N/A","N/A","10-12-0","0.455"
"231","High Voltage","853","35","1561","1598","10.1","18.8","6.1","0.14","0.22","N/A","N/A","N/A","27-20-2","0.571"
"8531","TermiKnightors","854","35","1561","1598","8.4","18.2","8.4","0.09","0.3","N/A","N/A","N/A","9-13-0","0.409"
"6344","Yale Jiggawattz","855","35","1561","1598","6","20.4","8.6","-0.14","0.2","N/A","N/A","N/A","18-11-0","0.621"
"6348","PrepaTec - HORUS","856","35","1561","1598","12.7","13","9.3","-0.24","0.47","N/A","N/A","N/A","24-15-0","0.615"
"4153","Project Y","857","34.9","1560","1598","8.9","17.4","8.7","0.34","0.43","N/A","N/A","N/A","18-23-1","0.440"
"6637","BetaWolves","858","34.9","1560","1598","12.3","15.6","7.1","0.12","0.16","N/A","N/A","N/A","22-19-1","0.536"
"7054","SC Sailors","859","34.8","1560","1597","14.3","9.9","10.6","0.2","0.45","N/A","N/A","N/A","20-21-1","0.488"
"8808","SWLA Tech Pirates","860","34.8","1560","1597","9.5","18.3","7","-0.09","0.25","N/A","N/A","N/A","25-19-1","0.567"
"716","Who'sCTEKS","861","34.8","1560","1597","10.9","15.8","8.1","0.08","0.53","N/A","N/A","N/A","28-17-0","0.622"
"4198","RoboCats 4198","862","34.8","1560","1597","8","18.2","8.7","0.31","0.3","N/A","N/A","N/A","23-19-0","0.548"
"1710","The Ravonics Revolution","863","34.8","1560","1597","11","18.7","5.1","0.2","0.12","N/A","N/A","N/A","27-20-0","0.574"
"3616","Team Phenomena 3616","864","34.8","1559","1596","10.2","15.9","8.7","0.27","0.35","N/A","N/A","N/A","24-28-0","0.462"
"6964","BearBots","865","34.8","1559","1596","13.7","12.9","8.1","0.06","0.25","N/A","N/A","N/A","12-11-0","0.522"
"997","Spartan Robotics","866","34.7","1559","1596","10.8","14.1","9.9","0.25","0.48","N/A","N/A","N/A","13-16-0","0.448"
"3739","Oakbotics","867","34.7","1559","1596","10.6","18.6","5.6","0.08","0.19","N/A","N/A","N/A","20-28-0","0.417"
"5607","Team Firewall","868","34.7","1559","1596","11.1","15.1","8.6","0.14","0.41","N/A","N/A","N/A","23-26-1","0.470"
"3316","D-Bug","869","34.7","1559","1596","10.1","14","10.7","0.05","0.41","N/A","N/A","N/A","28-21-1","0.570"
"5653","Iron Mosquitos","870","34.7","1559","1596","9.6","19.5","5.6","0.14","0.15","N/A","N/A","N/A","14-24-1","0.372"
"4905","Andromeda One","871","34.6","1559","1595","10.7","16.1","7.8","0.14","0.32","N/A","N/A","N/A","27-29-0","0.482"
"1622","Team Spyder","872","34.6","1559","1595","11.3","21.4","1.9","0.34","0.09","N/A","N/A","N/A","45-43-0","0.511"
"5084","Team FridgeBot","873","34.6","1558","1595","11.8","16.7","6.1","0.02","0.11","N/A","N/A","N/A","13-16-1","0.450"
"4653","Ironmen Robotics","874","34.6","1558","1595","9","17.1","8.5","0.08","0.36","N/A","N/A","N/A","19-16-0","0.543"
"61","The Intimidators","875","34.6","1558","1595","9","16.1","9.5","0.12","0.48","N/A","N/A","N/A","17-25-0","0.405"
"6861","The Tyros Team","876","34.5","1558","1594","9.5","19.5","5.6","0.27","0.35","N/A","N/A","N/A","24-17-1","0.583"
"4160","The RoBucs","877","34.5","1558","1594","7.6","19.4","7.6","0.18","0.2","N/A","N/A","N/A","10-13-0","0.435"
"5431","Titan Robotics","878","34.5","1558","1594","11.3","14.9","8.3","0.25","0.3","N/A","N/A","N/A","30-29-0","0.508"
"1108","Panther Robotics","879","34.5","1558","1594","4.5","25.2","4.8","0.19","0.12","N/A","N/A","N/A","16-14-0","0.533"
"6000","Firehawk Robotics","880","34.5","1558","1594","8.7","16.2","9.6","-0.01","0.32","N/A","N/A","N/A","6-6-0","0.500"
"7072","O.G.R.E. (Opelika's Greates...","881","34.5","1558","1594","10.9","14.9","8.7","0.02","0.33","N/A","N/A","N/A","16-19-0","0.457"
"7178","Yeti","882","34.5","1558","1594","10.6","19.5","4.4","0.03","0.03","N/A","N/A","N/A","16-13-0","0.552"
"6744","Mehville Pi","883","34.5","1558","1594","7.1","20.2","7.1","0.02","0.32","N/A","N/A","N/A","9-7-0","0.563"
"193","MORT Beta","884","34.5","1558","1594","12.4","16.1","6","0.14","0.32","2023njbw","Raritan Valley Science & Technology Showcase","9","23-18-0","0.561"
"3082","Chicken Bot Pie","885","34.5","1558","1594","7.7","19.1","7.7","-0.16","0.4","N/A","N/A","N/A","21-20-1","0.512"
"5883","Spice Gears","886","34.4","1557","1594","7.4","16.6","10.5","-0.03","0.36","N/A","N/A","N/A","15-10-0","0.600"
"6956","SHAM-ROCK-BOTICS ☘","887","34.4","1557","1594","9.9","18.2","6.4","0.14","0.19","N/A","N/A","N/A","23-26-0","0.469"
"9015","Questionable Engineering","888","34.4","1557","1594","11.4","15.5","7.6","0.01","0.32","2023catt","Tidal Tumble","9","34-27-0","0.557"
"2928","Viking Robotics","889","34.4","1557","1593","14.8","14.7","5","0.07","0.32","N/A","N/A","N/A","8-21-0","0.276"
"5528","Ultime","890","34.4","1557","1593","14.9","10.7","8.8","-0.17","0.28","N/A","N/A","N/A","11-14-0","0.440"
"6121","RoboVikes","891","34.4","1557","1593","10.9","19.1","4.4","0.17","-0.04","N/A","N/A","N/A","14-15-0","0.483"
"342","Burning Magnetos","892","34.4","1557","1593","11.6","17.9","5","0.28","0.18","N/A","N/A","N/A","29-23-1","0.557"
"8825","Hunting Eagles","893","34.4","1557","1593","11.4","16.6","6.4","0.21","0.18","N/A","N/A","N/A","15-14-2","0.516"
"9164","Tech Vikings","894","34.4","1557","1593","9.5","17.1","7.8","-0.09","0.35","N/A","N/A","N/A","6-5-1","0.542"
"3146","GRANBY GRUNTS","895","34.4","1557","1593","13","14","7.5","0.24","0.33","N/A","N/A","N/A","20-22-0","0.476"
"4061","SciBorgs","896","34.4","1557","1593","9.4","18.8","6.2","0.18","0.25","N/A","N/A","N/A","23-21-1","0.522"
"2620","Titans","897","34.3","1557","1593","11.7","13.8","8.9","0.12","0.42","N/A","N/A","N/A","20-21-1","0.488"
"6391","Ursuline Bearbotics","898","34.3","1557","1593","15.2","13.8","5.4","-0.02","0.23","N/A","N/A","N/A","15-16-0","0.484"
"9092","Ogden Bulldogs Robotics","899","34.3","1557","1592","10.1","17.7","6.6","-0.18","0.08","N/A","N/A","N/A","13-12-0","0.520"
"3160","F. R. O. G. - FIRST Robotic...","900","34.2","1556","1592","7.4","19.3","7.6","-0.01","-0.03","N/A","N/A","N/A","18-14-0","0.563"
"6352","LAUNCH TEAM","901","34.2","1556","1592","12.1","15.5","6.6","-0.11","0.22","N/A","N/A","N/A","11-13-0","0.458"
"810","The Mechanical Bulls","902","34.2","1556","1592","9.5","20.1","4.6","0.14","-0.04","N/A","N/A","N/A","15-11-0","0.577"
"66","Grizzly Robotics","903","34.2","1556","1592","12.9","10.2","11","-0.05","0.65","N/A","N/A","N/A","11-18-0","0.379"
"571","Team Paragon","904","34.2","1556","1591","9.2","19.9","5.2","0.4","0.09","N/A","N/A","N/A","20-26-0","0.435"
"9088","Team 9088","905","34.2","1556","1591","10.2","17.7","6.3","0.2","0.07","N/A","N/A","N/A","20-26-0","0.435"
"2410","Blue Valley CAPS Metal Must...","906","34.2","1556","1591","9.8","15.9","8.4","0.11","0.51","N/A","N/A","N/A","19-11-0","0.633"
"6502","DARC SIDE","907","34.2","1556","1591","6.6","18.9","8.7","0.29","0.32","N/A","N/A","N/A","21-23-0","0.477"
"308","Monsters","908","34.1","1556","1591","11","18","5.2","-0.01","0.09","N/A","N/A","N/A","24-22-0","0.522"
"3859","Wolfpack Robotics","909","34.1","1556","1591","13","12.5","8.6","0.1","0.42","N/A","N/A","N/A","16-16-1","0.500"
"801","Horsepower","910","34.1","1556","1591","8","18.5","7.6","0.11","0.2","N/A","N/A","N/A","12-11-0","0.522"
"4593","Rapid Acceleration","911","34.1","1556","1591","10.1","16.3","7.7","-0.01","0.31","N/A","N/A","N/A","15-14-0","0.517"
"4645","The Chicago Style BotDogs","912","34.1","1555","1591","10.1","15.7","8.3","0.15","0.24","N/A","N/A","N/A","9-15-1","0.380"
"5086","Cadillac Connectors","913","34.1","1555","1591","8.5","17.5","8.1","-0.07","0.29","N/A","N/A","N/A","12-18-0","0.400"
"9067","The Goonies","914","34.1","1555","1591","12.5","15.4","6.2","-0.02","0.32","N/A","N/A","N/A","10-16-0","0.385"
"555","Montclair Robotics","915","34.1","1555","1591","11.5","12.4","10.1","0.13","0.33","N/A","N/A","N/A","18-24-0","0.429"
"2062","CORE 2062","916","34.1","1555","1591","13.9","13.5","6.7","0.3","0.33","N/A","N/A","N/A","19-16-1","0.542"
"7577","VELABOTS - Peñoles","917","34","1555","1590","10.9","15.3","7.8","-0.06","0.45","N/A","N/A","N/A","10-5-0","0.667"
"4533","Phoenix 4533","918","34","1555","1590","10.1","17.5","6.4","0.19","0.35","N/A","N/A","N/A","22-23-0","0.489"
"2377","C Company","919","34","1555","1590","13.1","14.7","6.1","-0.09","0.22","N/A","N/A","N/A","23-18-0","0.561"
"4276","Surf City Vikings","920","34","1555","1590","13.3","12.5","8.2","-0.05","0.31","2023catt","Tidal Tumble","9","21-15-0","0.583"
"3881","WHEA Sharkbots","921","34","1555","1590","9.2","19.3","5.5","0.14","0.16","N/A","N/A","N/A","8-19-0","0.296"
"578","R-cubed  - Red Raider Robotics","922","33.9","1554","1589","7.7","18.8","7.5","0.03","0.13","N/A","N/A","N/A","8-15-0","0.348"
"378","The Circuit Stompers","923","33.9","1554","1589","10.1","17.2","6.7","0.1","0.17","N/A","N/A","N/A","9-13-0","0.409"
"6160","Bombatrons","924","33.9","1554","1589","10.5","14.4","9","0.21","0.24","N/A","N/A","N/A","9-13-0","0.409"
"364","Team Fusion","925","33.9","1554","1589","8.3","17.8","7.8","0.14","0.31","N/A","N/A","N/A","15-20-0","0.429"
"8768","CTEC Titans","926","33.9","1554","1589","10.2","16.5","7.2","0.32","0.17","N/A","N/A","N/A","21-23-1","0.478"
"192","GRT","927","33.9","1554","1589","14.1","14.3","5.4","0.11","0.28","N/A","N/A","N/A","13-16-0","0.448"
"4859","The CyBears","928","33.8","1554","1588","12.6","13.6","7.7","-0.09","0.34","N/A","N/A","N/A","4-6-0","0.400"
"2689","Team Alpha","929","33.8","1554","1588","9.3","18.6","5.9","0.37","0.2","N/A","N/A","N/A","28-19-2","0.592"
"4146","Sabercats","930","33.8","1554","1588","12.2","18.1","3.6","-0.01","0.24","N/A","N/A","N/A","13-16-0","0.448"
"8802","Milwaukee United","931","33.8","1553","1588","7.6","17.9","8.3","0.34","0.29","N/A","N/A","N/A","14-15-0","0.483"
"1511","Rolling Thunder","932","33.8","1553","1588","11.3","17.7","4.8","0.15","0.15","N/A","N/A","N/A","13-16-0","0.448"
"5534","Onaway Onabots","933","33.7","1553","1588","11.5","16.7","5.5","0.25","0.06","N/A","N/A","N/A","25-19-0","0.568"
"8576","Golden Warriors Robotics","934","33.7","1553","1587","11.7","15.3","6.7","0.26","0.12","N/A","N/A","N/A","35-23-1","0.602"
"6140","SMT Titans","935","33.7","1553","1587","10","17.9","5.8","0.09","0.08","N/A","N/A","N/A","21-22-0","0.488"
"4915","Spartronics","936","33.7","1553","1587","9.9","13.2","10.6","0.13","0.57","N/A","N/A","N/A","24-22-1","0.521"
"2083","Team Blitz","937","33.6","1553","1587","10.4","13.3","9.9","-0.01","0.46","N/A","N/A","N/A","9-18-0","0.333"
"4239","WARPSPEED","938","33.6","1553","1587","11.1","15.6","6.9","-0.04","0.34","N/A","N/A","N/A","15-9-0","0.625"
"6237","Martin Motion","939","33.6","1553","1587","10.6","19.6","3.4","0.07","0.11","N/A","N/A","N/A","4-7-3","0.393"
"6569","Gladiators","940","33.6","1553","1587","11.4","15.8","6.4","0.04","0.21","N/A","N/A","N/A","26-16-1","0.616"
"554","The Bluegrease Crew","941","33.6","1552","1587","10","16.8","6.8","0.11","0.23","N/A","N/A","N/A","7-4-0","0.636"
"3070","Team Pronto","942","33.6","1552","1587","9.9","14","9.7","0.05","0.42","N/A","N/A","N/A","22-22-0","0.500"
"2637","Phantom Catz","943","33.6","1552","1586","7.7","18.4","7.6","-0.02","0.34","2023cass","SoCal Showdown","9","18-17-0","0.514"
"2619","The Charge","944","33.5","1552","1586","12.6","14.6","6.4","0.11","0.28","N/A","N/A","N/A","23-21-0","0.523"
"8410","Oyster River Overdrive 8410","945","33.5","1552","1585","11.8","14.2","7.5","0.2","0.42","N/A","N/A","N/A","12-17-0","0.414"
"3814","PiBotics","946","33.5","1551","1585","12.2","16.5","4.7","0.08","0.15","N/A","N/A","N/A","9-13-0","0.409"
"4219","RED!","947","33.4","1551","1585","11.5","12.4","9.5","0.25","0.37","N/A","N/A","N/A","24-20-1","0.544"
"6068","Delta Overload","948","33.4","1551","1585","10.4","18","5.1","-0.02","0.2","N/A","N/A","N/A","6-6-0","0.500"
"1","The Juggernauts","949","33.4","1551","1585","11.9","13.9","7.6","-0.11","0.33","N/A","N/A","N/A","17-12-0","0.586"
"3504","Girls of Steel","950","33.4","1551","1584","10.2","16","7.2","0.36","0.4","2023pascs","Steel City Showdown","9","13-11-1","0.540"
"4788","Can't Control","951","33.3","1551","1584","7.1","22.4","3.8","-0.11","0.04","N/A","N/A","N/A","10-14-0","0.417"
"5690","SubZero Robotics","952","33.3","1551","1584","7.3","20.9","5.1","-0.08","0.21","N/A","N/A","N/A","14-8-0","0.636"
"8167","Cognatives","953","33.3","1551","1584","12.1","14.6","6.6","0.14","0.23","N/A","N/A","N/A","16-24-0","0.400"
"3284","Camdenton  LASER 3284","954","33.3","1551","1584","8.5","18.1","6.7","-0.09","0.43","N/A","N/A","N/A","22-32-0","0.407"
"5912","Heritage Robotics","955","33.3","1551","1584","10.7","16.2","6.4","0","0.4","N/A","N/A","N/A","12-16-0","0.429"
"6364","Ten Ton Robotics","956","33.3","1551","1584","7.6","20.5","5.2","0.24","0.3","N/A","N/A","N/A","13-14-0","0.481"
"6417","Fridolins","957","33.3","1550","1584","13.6","13.2","6.4","0.08","0.3","N/A","N/A","N/A","11-14-0","0.440"
"9101","HiveMind Robotics","958","33.3","1550","1584","9.7","16","7.6","0.29","0.49","N/A","N/A","N/A","23-31-0","0.426"
"2656","Quasics","959","33.2","1550","1583","7.1","18","8.1","-0.01","0.26","2023pascs","Steel City Showdown","9","10-15-0","0.400"
